id,token,pos,class,meaning,idiomliteral
,put,VB,,,
,you,PRP,,,
,in,IN,,,
,the,DT,,,
,clear,JJ,,,
7720,You,PRP,Metaphor,,
,'re,VBP,,,
,both,DT,,,
,in,IN,,,
,the,DT,,,
,clear,JJ,,,
7721,Looks,NNS,Metaphor,,
,like,IN,,,
,we,PRP,,,
,'re,VBP,,,
,in,IN,,,
,the,DT,,,
,clear,JJ,,,
,for,IN,,,
,now,RB,,,
7722,out,IN,Metaphor,complete surprise,Yes
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7723,it,PRP,Metaphor,,
,was,VBD,,,
,so,RB,,,
,unexpected,JJ,,,
,.,.,,,
,Out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
,",",",",,,
,or,CC,,,
,so,RB,,,
,it,PRP,,,
,seemed,VBD,,,
,to,TO,,,
,them,PRP,,,
,.,.,,,
7724,it,PRP,Metaphor,,
,was,VBD,,,
,so,RB,,,
,unexpected,JJ,,,
,",",",",,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7725,That,DT,Metaphor,,
,break,NN,,,
,with,IN,,,
,Stalin,NNP,,,
,did,VBD,,,
,not,RB,,,
,drop,VB,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
,.,.,,,
,It,PRP,,,
,flowed,VBD,,,
,from,IN,,,
,a,DT,,,
,long,JJ,,,
,series,NN,,,
,of,IN,,,
,preceding,VBG,,,
,conflicts,NNS,,,
7726,That,DT,Metaphor,,
,break,NN,,,
,with,IN,,,
,Stalin,NNP,,,
,did,VBD,,,
,not,RB,,,
,drop,VB,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7727,it,PRP,Metaphor,,
,did,VBD,,,
,not,RB,,,
,drop,VB,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7728,Out,IN,Metaphor,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
,",",",",,,
,or,CC,,,
,so,RB,,,
,it,PRP,,,
,seemed,VBD,,,
,to,TO,,,
,them,PRP,,,
,.,.,,,
7729,it,PRP,Metaphor,,
,is,VBZ,,,
,described,VBN,,,
,as,IN,,,
,if,IN,,,
,it,PRP,,,
,appeared,VBD,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7730,This,DT,Metaphor,,
,was,VBD,,,
,a,DT,,,
,thunderbolt,NN,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
,.,.,,,
,Walters,NNS,,,
,was,VBD,,,
,not,RB,,,
,expecting,VBG,,,
,an,DT,,,
,application,NN,,,
7731,This,DT,Metaphor,,
,was,VBD,,,
,a,DT,,,
,thunderbolt,NN,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7732,we,PRP,Metaphor,,
,are,VBP,,,
,submitting,VBG,,,
,our,PRP$,,,
,own,JJ,,,
,being,VBG,,,
,to,TO,,,
,a,DT,,,
,shock,NN,,,
,assault,NN,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7733,Suddenly,RB,Metaphor,,
,",",",",,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
,",",",",,,
,the,DT,,,
,solution,NN,,,
,came,VBD,,,
,to,TO,,,
,me,PRP,,,
7734,out,IN,Metaphor,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
,",",",",,,
,the,DT,,,
,solution,NN,,,
,came,VBD,,,
,to,TO,,,
,me,PRP,,,
7735,out,IN,Metaphor,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
,",",",",,,
,it,PRP,,,
,became,VBD,,,
,obvious,JJ,,,
7736,the,DT,Metaphor,,
,news,NN,,,
,came,VBD,,,
,to,TO,,,
,us,PRP,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7737,she,PRP,Metaphor,,
,got,VBD,,,
,the,DT,,,
,news,NN,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7738,he,PRP,Literal,,
,was,VBD,,,
,sweating,VBG,,,
,",",",",,,
,for,IN,,,
,the,DT,,,
,sun,NN,,,
,was,VBD,,,
,shining,VBG,,,
,fiercely,RB,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7739,the,DT,Literal,,
,sun,NN,,,
,was,VBD,,,
,shining,VBG,,,
,fiercely,RB,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7740,a,DT,Literal,,
,gale,NN,,,
,came,VBD,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
,and,CC,,,
,laid,VBD,,,
,the,DT,,,
,ship,NN,,,
,on,IN,,,
,her,PRP$,,,
,beam,NN,,,
,ends,NNS,,,
7741,Now,RB,Literal,,
,a,DT,,,
,thunder-clap,NN,,,
,fell,VBD,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7742,the,DT,Literal,,
,birds,NNS,,,
,sang,VBD,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7743,raind-drops,NNS,Literal,,
,fell,VBD,,,
,out,IN,,,
,of,IN,,,
,a,DT,,,
,clear,JJ,,,
,sky,NN,,,
7744,in,IN,Euphemism,in a difficult situation,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7745,The,DT,Euphemism,,
,ACPO,NNP,,,
,feels,NNS,,,
,that,IN,,,
,they,PRP,,,
,are,VBP,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7746,they,PRP,Euphemism,,
,feel,VBP,,,
,they,PRP,,,
,are,VBP,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7747,The,DT,Euphemism,,
,PR,NNP,,,
,person,NN,,,
,is,VBZ,,,
,very,RB,,,
,often,RB,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7748,Now,RB,Euphemism,,
,the,DT,,,
,local,JJ,,,
,authorities,NNS,,,
,are,VBP,,,
,caught,VBN,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7749,So,IN,Euphemism,,
,the,DT,,,
,developing,NN,,,
,countries,NNS,,,
,are,VBP,,,
,caught,VBN,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7750,Police,NNS,Euphemism,,
,are,VBP,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
,with,IN,,,
,regards,NNS,,,
,to,TO,,,
,the,DT,,,
,draconian,JJ,,,
,and,CC,,,
,illogical,JJ,,,
,Serious,NNP,,,
,Organised,VBD,,,
,Crime,NNP,,,
7751,Police,NNS,Euphemism,,
,are,VBP,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7752,Now,RB,Euphemism,,
,we,PRP,,,
,were,VBD,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7753,The,DT,Euphemism,,
,government,NN,,,
,is,VBZ,,,
,stuck,VBN,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
,",",",",,,
,says,VBZ,,,
,Stephen,NNP,,,
,Fawkes,NNP,,,
7754,The,DT,Euphemism,,
,government,NN,,,
,is,VBZ,,,
,stuck,VBN,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7755,Thorfinn,NNP,Euphemism,,
,would,MD,,,
,be,VB,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7756,But,CC,Euphemism,,
,then,RB,,,
,Bazal/Endemol,NNP,,,
,are,VBP,,,
,caught,VBN,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7757,If,IN,Euphemism,,
,keeping,VBG,,,
,council,JJ,,,
,tax,NN,,,
,below,IN,,,
,15,CD,,,
,per,IN,,,
,cent,NN,,,
,threatens,VBZ,,,
,statutory,JJ,,,
,services,NNS,,,
,she,PRP,,,
,could,MD,,,
,find,VB,,,
,herself,PRP,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7758,If,IN,Euphemism,,
,it,PRP,,,
,threatens,VBZ,,,
,statutory,JJ,,,
,services,NNS,,,
,she,PRP,,,
,could,MD,,,
,find,VB,,,
,herself,PRP,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7759,she,PRP,Euphemism,,
,could,MD,,,
,find,VB,,,
,herself,PRP,,,
,in,IN,,,
,a,DT,,,
,cleft,NN,,,
,stick,NN,,,
7760,too,RB,Euphemism,annoyingly proud,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
7761,if,IN,Euphemism,,
,we,PRP,,,
,are,VBP,,,
,both,DT,,,
,``,``,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
,'','',,,
,Then,RB,,,
,let,VB,,,
,us,PRP,,,
,join,VB,,,
,our,PRP$,,,
,clever,NN,,,
,halves,VBZ,,,
,to,TO,,,
,make,VB,,,
,a,DT,,,
,whole,NN,,,
7762,I,PRP,Euphemism,,
,suppose,VBP,,,
,he,PRP,,,
,always,RB,,,
,was,VBD,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
7763,his,PRP$,Euphemism,,
,criticism,NN,,,
,of,IN,,,
,the,DT,,,
,Archbishop,NNP,,,
,of,IN,,,
,Canterbury,NNP,,,
,is,VBZ,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
7764,he,PRP,Euphemism,,
,is,VBZ,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
7765,she,PRP,Euphemism,,
,is,VBZ,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
7766,they,PRP,Euphemism,,
,are,VBP,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
7767,Britain,NNP,Euphemism,,
,",",",",,,
,says,VBZ,,,
,Ash,NNP,,,
,",",",",,,
,must,MD,,,
,be,VB,,,
,one,CD,,,
,of,IN,,,
,the,DT,,,
,few,JJ,,,
,countries,NNS,,,
,where,WRB,,,
,being,VBG,,,
,``,``,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
,'','',,,
,is,VBZ,,,
,regarded,VBN,,,
,as,IN,,,
,a,DT,,,
,stinging,NN,,,
,insult,NN,,,
7768,being,VBG,Euphemism,,
,``,``,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
,'','',,,
,is,VBZ,,,
,regarded,VBN,,,
,as,IN,,,
,a,DT,,,
,stinging,NN,,,
,insult,NN,,,
7769,Too,RB,Euphemism,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
,",",",",,,
,interposed,JJ,,,
,Julia,NNP,,,
,.,.,,,
,``,``,,,
,Well,NNP,,,
,",",",",,,
,too,RB,,,
,imaginative,JJ,,,
,and,CC,,,
,too,RB,,,
,sensitive,JJ,,,
,certainly,RB,,,
,'','',,,
7770,Oh,UH,Euphemism,,
,",",",",,,
,you,PRP,,,
,'re,VBP,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
,.,.,,,
,How,WRB,,,
,did,VBD,,,
,you,PRP,,,
,guess,VB,,,
,I,PRP,,,
,'d,MD,,,
,got,VB,,,
,a,DT,,,
,secret,JJ,,,
,plan,NN,,,
,?,.,,,
7771,Oh,UH,Euphemism,,
,",",",",,,
,you,PRP,,,
,'re,VBP,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
7772,they,PRP,Euphemism,,
,were,VBD,,,
,altogether,RB,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
7773,he,PRP,Euphemism,,
,is,VBZ,,,
,condescending,VBG,,,
,and,CC,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
7774,We,PRP,Euphemism,,
,can,MD,,,
,all,DT,,,
,be,VB,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
7775,That,DT,Euphemism,,
,man,NN,,,
,is,VBZ,,,
,too,RB,,,
,clever,JJ,,,
,by,IN,,,
,half,NN,,,
,",",",",,,
,Paula,NNP,,,
,commented,VBD,,,
7776,click,NN,Metaphor,become clear,
,into,IN,,,
,place,NN,,,
7777,Mrs,NNP,Metaphor,,
,Tuckett,NNP,,,
,spotted,VBD,,,
,me,PRP,,,
,and,CC,,,
,I,PRP,,,
,saw,VBD,,,
,recognition,NN,,,
,click,NN,,,
,into,IN,,,
,place,NN,,,
,in,IN,,,
,her,PRP$,,,
,mind,NN,,,
7778,I,PRP,Metaphor,,
,saw,VBD,,,
,recognition,NN,,,
,click,NN,,,
,into,IN,,,
,place,NN,,,
,in,IN,,,
,her,PRP$,,,
,mind,NN,,,
7779,it,PRP,Metaphor,,
,clicked,VBD,,,
,into,IN,,,
,place,NN,,,
,in,IN,,,
,her,PRP$,,,
,mind,NN,,,
7780,it,PRP,Metaphor,,
,clicked,VBD,,,
,into,IN,,,
,place,NN,,,
,for,IN,,,
,her,PRP$,,,
7781,it,PRP,Metaphor,,
,clicked,VBD,,,
,into,IN,,,
,place,NN,,,
,for,IN,,,
,me,PRP,,,
7782,For,IN,Metaphor,,
,a,DT,,,
,few,JJ,,,
,silent,JJ,,,
,moments,NNS,,,
,this,DT,,,
,does,VBZ,,,
,n't,RB,,,
,click,VB,,,
,into,IN,,,
,place,NN,,,
7783,everything,NN,Metaphor,,
,will,MD,,,
,click,VB,,,
,into,IN,,,
,place,NN,,,
,shortly,RB,,,
,",",",",,,
,and,CC,,,
,someone,NN,,,
,will,MD,,,
,be,VB,,,
,on,IN,,,
,the,DT,,,
,end,NN,,,
,of,IN,,,
,a,DT,,,
,frightful,JJ,,,
,hammering,NN,,,
7784,everything,NN,Metaphor,,
,will,MD,,,
,click,VB,,,
,into,IN,,,
,place,NN,,,
,shortly,RB,,,
7785,it,PRP,Metaphor,,
,seemed,VBD,,,
,to,TO,,,
,click,VB,,,
,into,IN,,,
,place,NN,,,
,a,DT,,,
,little,JJ,,,
,bit,NN,,,
,more,RBR,,,
7786,eventually,RB,Metaphor,,
,moved,VBN,,,
,to,TO,,,
,Sheffield,NNP,,,
,and,CC,,,
,things,NNS,,,
,began,VBD,,,
,to,TO,,,
,click,VB,,,
,into,IN,,,
,place,NN,,,
7787,things,NNS,Metaphor,,
,began,VBD,,,
,to,TO,,,
,click,VB,,,
,into,IN,,,
,place,NN,,,
7788,Lots,NNS,Metaphor,,
,of,IN,,,
,little,JJ,,,
,details,NNS,,,
,that,WDT,,,
,just,RB,,,
,click,VBP,,,
,into,IN,,,
,place,NN,,,
7789,the,DT,Metaphor,,
,answer,NN,,,
,to,TO,,,
,all,DT,,,
,his,PRP$,,,
,questions,NNS,,,
,began,VBD,,,
,to,TO,,,
,click,VB,,,
,into,IN,,,
,place,NN,,,
,.,.,,,
7790,everything,NN,Metaphor,,
,should,MD,,,
,click,VB,,,
,into,IN,,,
,place,NN,,,
,shortly,RB,,,
,.,.,,,
7791,the,DT,Metaphor,,
,answers,NNS,,,
,began,VBD,,,
,to,TO,,,
,click,VB,,,
,into,IN,,,
,place,NN,,,
7792,pulling,VBG,Literal,,
,the,DT,,,
,handle,NN,,,
,",",",",,,
,watching,VBG,,,
,the,DT,,,
,drums,NNS,,,
,revolve,VBP,,,
,and,CC,,,
,click,VBP,,,
,into,IN,,,
,place,NN,,,
7793,watching,VBG,Literal,,
,the,DT,,,
,drums,NNS,,,
,revolve,VBP,,,
,and,CC,,,
,click,VBP,,,
,into,IN,,,
,place,NN,,,
7794,you,PRP,Literal,,
,simply,RB,,,
,twist,VB,,,
,the,DT,,,
,grips,NNS,,,
,on,IN,,,
,the,DT,,,
,handlebars,NNS,,,
,and,CC,,,
,the,DT,,,
,indexed,JJ,,,
,gears,NNS,,,
,click,VBP,,,
,into,IN,,,
,place,NN,,,
7795,the,DT,Literal,,
,indexed,JJ,,,
,gears,NNS,,,
,click,VBP,,,
,into,IN,,,
,place,NN,,,
7796,he,PRP,Literal,,
,could,MD,,,
,hear,VB,,,
,the,DT,,,
,draw-bar,NN,,,
,within,IN,,,
,click,NN,,,
,into,IN,,,
,place,NN,,,
7797,positive,JJ,Literal,,
,latches,NNS,,,
,click,VBP,,,
,into,IN,,,
,place,NN,,,
,securely,RB,,,
,and,CC,,,
,the,DT,,,
,included,JJ,,,
,prop,NN,,,
,stand,NN,,,
,is,VBZ,,,
,a,DT,,,
,useful,JJ,,,
,bonus,NN,,,
7798,climbing,VBG,Euphemism,feel frustrated,Yes
,the,DT,,,
,walls,NNS,,,
7799,if,IN,Euphemism,,
,it,PRP,,,
,was,VBD,,,
,me,PRP,,,
,I,PRP,,,
,'d,MD,,,
,be,VB,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
7800,A,DT,Euphemism,,
,period,NN,,,
,of,IN,,,
,literally,RB,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
7801,hundreds,NNS,Euphemism,,
,of,IN,,,
,would-be,JJ,,,
,joystick,NN,,,
,junkies,NNS,,,
,have,VBP,,,
,been,VBN,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
,with,IN,,,
,frustration,NN,,,
7802,they,PRP,Euphemism,,
,would,MD,,,
,have,VB,,,
,been,VBN,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
,in,IN,,,
,the,DT,,,
,Office,NNP,,,
,of,IN,,,
,Liaison,NNP,,,
,and,CC,,,
,International,NNP,,,
,Affairs,NNPS,,,
,if,IN,,,
,they,PRP,,,
,had,VBD,,,
,known,VBN,,,
7803,they,PRP,Euphemism,,
,would,MD,,,
,have,VB,,,
,been,VBN,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
,if,IN,,,
,they,PRP,,,
,had,VBD,,,
,known,VBN,,,
7804,Babyface,NNP,Euphemism,,
,follows,VBZ,,,
,new,JJ,,,
,mum,JJ,,,
,Nina,NNP,,,
,",",",",,,
,who,WP,,,
,is,VBZ,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
,at,IN,,,
,home,NN,,,
,",",",",,,
,until,IN,,,
,a,DT,,,
,fashion,NN,,,
,editor,NN,,,
,spots,VBD,,,
,the,DT,,,
,photogenic,JJ,,,
,qualities,NNS,,,
,of,IN,,,
,her,PRP$,,,
,baby,NN,,,
,son,NN,,,
7805,she,PRP,Euphemism,,
,was,VBD,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
,at,IN,,,
,home,NN,,,
7806,I,PRP,Euphemism,,
,felt,VBD,,,
,fine,JJ,,,
,afterwards,NNS,,,
,and,CC,,,
,by,IN,,,
,Thursday,NNP,,,
,was,VBD,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
,so,RB,,,
,ordered,JJ,,,
,hubby,NN,,,
,to,TO,,,
,take,VB,,,
,two,CD,,,
,days,NNS,,,
,off,IN,,,
7807,I,PRP,Euphemism,,
,felt,VBD,,,
,fine,JJ,,,
,afterwards,NNS,,,
,and,CC,,,
,by,IN,,,
,Thursday,NNP,,,
,was,VBD,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
7808,by,IN,Euphemism,,
,Thursday,NNP,,,
,I,PRP,,,
,was,VBD,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
,so,RB,,,
,ordered,JJ,,,
,hubby,NN,,,
,to,TO,,,
,take,VB,,,
,two,CD,,,
,days,NNS,,,
,off,IN,,,
7809,it,PRP,Euphemism,,
,might,MD,,,
,just,RB,,,
,leave,VB,,,
,me,PRP,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
7810,it,PRP,Euphemism,,
,might,MD,,,
,just,RB,,,
,leave,VB,,,
,him,PRP,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
7811,it,PRP,Euphemism,,
,might,MD,,,
,just,RB,,,
,leave,VB,,,
,them,PRP,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
7812,it,PRP,Euphemism,,
,might,MD,,,
,just,RB,,,
,leave,VB,,,
,her,PRP,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
7813,it,PRP,Euphemism,,
,might,MD,,,
,just,RB,,,
,leave,VB,,,
,Jane,NNP,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
7814,The,DT,Literal,,
,flowers,NNS,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
,of,IN,,,
,the,DT,,,
,villa,NN,,,
,bobbed,VBN,,,
,in,IN,,,
,a,DT,,,
,gentle,JJ,,,
,breeze,NN,,,
7815,he,PRP,Literal,,
,might,MD,,,
,have,VB,,,
,thought,VBN,,,
,twice,RB,,,
,about,IN,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
,of,IN,,,
,an,DT,,,
,undecorated,JJ,,,
,chapel,NN,,,
7816,the,DT,Literal,,
,women,NNS,,,
,hear,VBP,,,
,a,DT,,,
,horrible,JJ,,,
,scream,NN,,,
,and,CC,,,
,find,VB,,,
,Jan,NNP,,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
,with,IN,,,
,her,PRP$,,,
,hands,NNS,,,
,bleeding,VBG,,,
7817,Jan,NNP,Literal,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
,with,IN,,,
,her,PRP$,,,
,hands,NNS,,,
,bleeding,VBG,,,
7818,climbing,VBG,Literal,,
,the,DT,,,
,walls,NNS,,,
,with,IN,,,
,bare,JJ,,,
,hands,NNS,,,
,will,MD,,,
,leave,VB,,,
,you,PRP,,,
,bleeding,VBG,,,
7819,Try,VB,Literal,,
,climbing,VBG,,,
,the,DT,,,
,walls,NNS,,,
,without,IN,,,
,your,PRP$,,,
,hands,NNS,,,
,bleeding,VBG,,,
7820,turn,NN,Metaphor,return to a previous state,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
7821,She,PRP,Metaphor,,
,just,RB,,,
,wished,VBD,,,
,she,PRP,,,
,'d,MD,,,
,never,RB,,,
,met,VB,,,
,him,PRP,,,
,.,.,,,
,Wished,VBD,,,
,she,PRP,,,
,could,MD,,,
,turn,VB,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
7822,Wished,VBN,Metaphor,,
,she,PRP,,,
,could,MD,,,
,turn,VB,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
7823,Whatever,WDT,Metaphor,,
,the,DT,,,
,answer,NN,,,
,",",",",,,
,it,PRP,,,
,was,VBD,,,
,too,RB,,,
,late,RB,,,
,now,RB,,,
,to,TO,,,
,turn,VB,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
7824,it,PRP,Metaphor,,
,was,VBD,,,
,too,RB,,,
,late,RB,,,
,now,RB,,,
,to,TO,,,
,turn,VB,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
7825,no,DT,Metaphor,,
,real,JJ,,,
,attempt,NN,,,
,was,VBD,,,
,made,VBN,,,
,to,TO,,,
,turn,VB,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
,on,IN,,,
,processes,NNS,,,
7826,idea,NN,Metaphor,,
,``,``,,,
,to,TO,,,
,have,VB,,,
,girl,JJ,,,
,muggers,NNS,,,
,whipped,VBD,,,
,'','',,,
,would,MD,,,
,turn,VB,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
,to,TO,,,
,the,DT,,,
,1820s,NNS,,,
7827,No-one,NN,Metaphor,,
,can,MD,,,
,turn,VB,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
7828,She,PRP,Metaphor,,
,wished,VBD,,,
,she,PRP,,,
,could,MD,,,
,turn,VB,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
,.,.,,,
,But,CC,,,
,to,TO,,,
,when,WRB,,,
,?,.,,,
7829,If,IN,Metaphor,,
,only,RB,,,
,she,PRP,,,
,could,MD,,,
,turn,VB,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
,she,PRP,,,
,would,MD,,,
,never,RB,,,
,have,VB,,,
,come,VBN,,,
7830,Nobody,NN,Metaphor,,
,can,MD,,,
,seriously,RB,,,
,suggest,VB,,,
,that,IN,,,
,we,PRP,,,
,turn,VBP,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
,entirely,RB,,,
7831,A,DT,Metaphor,,
,small,JJ,,,
,but,CC,,,
,increasing,VBG,,,
,number,NN,,,
,of,IN,,,
,commentators,NNS,,,
,would,MD,,,
,like,VB,,,
,to,TO,,,
,stop,VB,,,
,or,CC,,,
,turn,VB,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
7832,commentators,NNS,Metaphor,,
,would,MD,,,
,like,VB,,,
,to,TO,,,
,turn,VB,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
7833,her,PRP$,Metaphor,,
,life,NN,,,
,'s,POS,,,
,dream,NN,,,
,in,IN,,,
,the,DT,,,
,palm,NN,,,
,of,IN,,,
,her,PRP$,,,
,hand,NN,,,
,",",",",,,
,trying,VBG,,,
,to,TO,,,
,turn,VB,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
7834,it,PRP,Metaphor,,
,is,VBZ,,,
,too,RB,,,
,late,JJ,,,
,to,TO,,,
,turn,VB,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
,on,IN,,,
,the,DT,,,
,bank,NN,,,
,'s,POS,,,
,international,JJ,,,
,expansion,NN,,,
7835,in,IN,Metaphor,,
,a,DT,,,
,special,JJ,,,
,report,NN,,,
,",",",",,,
,we,PRP,,,
,turn,VBP,,,
,back,RP,,,
,the,DT,,,
,clock,NN,,,
,to,TO,,,
,1963,CD,,,
7836,close,RB,Metaphor,a narrow escape,Yes
,shave,NN,,,
7837,``,``,Metaphor,,
,Phew,NNP,,,
,",",",",,,
,that,WDT,,,
,was,VBD,,,
,a,DT,,,
,close,JJ,,,
,shave,NN,,,
,",",",",,,
,'','',,,
,Dad,NNP,,,
,said,VBD,,,
7838,when,WRB,Metaphor,,
,at,IN,,,
,best,JJS,,,
,there,EX,,,
,'ll,MD,,,
,be,VB,,,
,a,DT,,,
,close,JJ,,,
,shave,NN,,,
,",",",",,,
,giving,VBG,,,
,a,DT,,,
,spectacular,JJ,,,
,night,NN,,,
,time,NN,,,
,fireworks,NNS,,,
,dislay,VBP,,,
7839,when,WRB,Metaphor,,
,at,IN,,,
,best,JJS,,,
,there,EX,,,
,'ll,MD,,,
,be,VB,,,
,a,DT,,,
,close,JJ,,,
,shave,NN,,,
7840,It,PRP,Metaphor,,
,must,MD,,,
,have,VB,,,
,something,NN,,,
,to,TO,,,
,do,VB,,,
,also,RB,,,
,with,IN,,,
,the,DT,,,
,close,NN,,,
,shave,NN,,,
7841,Close,RB,Metaphor,,
,shave,NN,,,
,",",",",,,
,that,IN,,,
,one,CD,,,
,!,.,,,
,Hang,NN,,,
,on,IN,,,
7842,good,JJ,Metaphor,,
,gracious,JJ,,,
,",",",",,,
,that,WDT,,,
